industry,page_type,position,component_type,section_archetype,section_variant,priority,content_direction,template_path
nonprofits-social,about,3,page_section,STATS,counter,required,Impact metrics,
nonprofits-social,about,4,page_section,HOW-IT-WORKS,horizontal-timeline,recommended,Organization history,
nonprofits-social,about,5,page_section,TEAM,grid,required,Board + leadership,
nonprofits-social,about,6,page_section,GALLERY,masonry,recommended,Impact photography,
nonprofits-social,about,7,page_section,CTA,centered,required,Donate / volunteer,
nonprofits-social,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
nonprofits-social,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
nonprofits-social,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
nonprofits-social,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
nonprofits-social,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
nonprofits-social,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
nonprofits-social,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
nonprofits-social,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
nonprofits-social,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
nonprofits-social,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
nonprofits-social,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
nonprofits-social,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
nonprofits-social,homepage,1,page_section,HERO,full-bleed-overlay,required,Impact imagery with mission statement,
nonprofits-social,homepage,2,page_section,STATS,counter,required,"Lives impacted, funds raised, projects",
nonprofits-social,homepage,3,page_section,FEATURES,icon-grid,required,,
nonprofits-social,homepage,4,page_section,ABOUT,editorial-split,required,"Mission, vision, founding story",
nonprofits-social,homepage,5,page_section,CTA,centered,required,Donate now / volunteer,
nonprofits-social,homepage,6,page_section,HOW-IT-WORKS,numbered-steps,required,How donations create impact,
nonprofits-social,homepage,7,page_section,TESTIMONIALS,carousel,required,Beneficiary stories,
nonprofits-social,homepage,8,page_section,LOGO-BAR,static-grid,required,,
nonprofits-social,homepage,9,page_section,GALLERY,masonry,recommended,Impact photography,
nonprofits-social,homepage,10,page_section,NEWSLETTER,inline,recommended,Impact updates,
nonprofits-social,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
nonprofits-social,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
nonprofits-social,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
nonprofits-social,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
nonprofits-social,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
nonprofits-social,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
outdoor-adventure,about,1,page_section,HERO,page-header,required,Company name + tagline,
outdoor-adventure,about,2,page_section,ABOUT,editorial-split,required,Company story,
outdoor-adventure,about,3,page_section,TEAM,grid,optional,Team members,
outdoor-adventure,about,4,page_section,STATS,counter,recommended,Key metrics,
outdoor-adventure,about,5,page_section,CTA,centered,required,Get started / contact,
outdoor-adventure,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
outdoor-adventure,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
outdoor-adventure,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
outdoor-adventure,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
outdoor-adventure,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
outdoor-adventure,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
outdoor-adventure,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
outdoor-adventure,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
outdoor-adventure,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
outdoor-adventure,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
outdoor-adventure,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
outdoor-adventure,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
outdoor-adventure,homepage,1,page_section,HERO,full-bleed-overlay,required,Landscape hero with gear in action,
outdoor-adventure,homepage,2,page_section,PRODUCT-SHOWCASE,hover-cards,required,"Shop by activity (hiking, camping, climbing)",
outdoor-adventure,homepage,3,page_section,FEATURES,icon-grid,required,"Durability, weather-proof, weight specs",
outdoor-adventure,homepage,4,page_section,ABOUT,editorial-split,required,,
outdoor-adventure,homepage,5,page_section,HOW-IT-WORKS,horizontal-timeline,optional,Gear guide / packing list,
outdoor-adventure,homepage,6,page_section,TESTIMONIALS,carousel,recommended,Adventure stories from customers,
outdoor-adventure,homepage,7,page_section,GALLERY,masonry,recommended,Customer adventure photos,
outdoor-adventure,homepage,8,page_section,TRUST-BADGES,horizontal-strip,required,"Warranty, repair program, materials",
outdoor-adventure,homepage,9,section,CTA,split-image,required,"Adventure-oriented CTA with lifestyle image. ""Gear up for your next adventure"", ""Explore the range"".",
outdoor-adventure,homepage,10,page_section,NEWSLETTER,inline,recommended,Trail guides + gear drops,
outdoor-adventure,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
outdoor-adventure,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
outdoor-adventure,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
outdoor-adventure,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
outdoor-adventure,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
outdoor-adventure,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
pet-products,about,1,page_section,HERO,page-header,required,Company name + tagline,
pet-products,about,2,page_section,ABOUT,editorial-split,required,Company story,
pet-products,about,3,page_section,TEAM,grid,optional,Team members,
pet-products,about,4,page_section,STATS,counter,recommended,Key metrics,
pet-products,about,5,page_section,CTA,centered,required,Get started / contact,
pet-products,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
pet-products,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
pet-products,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
pet-products,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
pet-products,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
pet-products,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
pet-products,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
pet-products,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
pet-products,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
pet-products,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
pet-products,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
pet-products,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
pet-products,homepage,1,page_section,HERO,split-image,required,Happy pets with products,
pet-products,homepage,2,page_section,PRODUCT-SHOWCASE,hover-cards,required,Shop by pet type / need,
pet-products,homepage,3,page_section,TRUST-BADGES,horizontal-strip,required,,
pet-products,homepage,4,page_section,FEATURES,icon-grid,required,"Natural ingredients, vet-approved",
pet-products,homepage,5,page_section,TESTIMONIALS,wall,required,Pet parent reviews with pet photos,
pet-products,homepage,6,page_section,STATS,counter,recommended,"Happy pets served, 5-star reviews",
pet-products,homepage,7,page_section,HOW-IT-WORKS,numbered-steps,recommended,Subscription / feeding guide,
pet-products,homepage,8,page_section,FAQ,accordion,recommended,"Ingredients, allergies, shipping",
pet-products,homepage,9,page_section,CTA,centered,recommended,Subscribe and save CTA,
pet-products,homepage,10,page_section,NEWSLETTER,inline,recommended,Pet care tips + first order discount,
pet-products,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,Product + happy pet photos,
pet-products,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Ingredients, feeding guide, sizing",
pet-products,product-detail,3,page_section,TRUST-BADGES,inline-strip,required,"Vet-approved, natural, made in [country]",
pet-products,product-detail,4,page_section,PRODUCT-DETAIL,subscription-upsell,recommended,Autoship & save,
pet-products,product-detail,5,page_section,TESTIMONIALS,mini-reviews,required,Pet parent reviews with pet photos,
pet-products,product-detail,6,page_section,PRODUCT-SHOWCASE,related-products,required,Frequently bought together,
pet-products,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
pet-products,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
pet-products,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
professional-services,about,1,page_section,HERO,page-header,required,Company name + tagline,
professional-services,about,2,page_section,ABOUT,editorial-split,required,Firm philosophy + approach,
professional-services,about,3,page_section,STATS,counter,required,"Years, clients, team members",
professional-services,about,4,page_section,TEAM,grid,required,Partners / leadership,
professional-services,about,5,page_section,TESTIMONIALS,carousel,recommended,Client endorsements,
professional-services,about,6,page_section,TRUST-BADGES,horizontal-strip,recommended,"Certifications, memberships",
professional-services,about,7,page_section,CTA,centered,required,Get in touch,
professional-services,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
professional-services,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
professional-services,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
professional-services,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
professional-services,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
professional-services,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
professional-services,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
professional-services,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
professional-services,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
professional-services,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
professional-services,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
professional-services,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
professional-services,homepage,1,page_section,HERO,centered,required,Clear value proposition with CTA,
professional-services,homepage,2,page_section,FEATURES,icon-grid,required,Service offerings (3-6),
professional-services,homepage,3,page_section,LOGO-BAR,static-grid,required,Client logos / certifications,
professional-services,homepage,4,page_section,STATS,counter,recommended,"Projects completed, clients served",
professional-services,homepage,5,page_section,TEAM,grid,optional,Key team members,
professional-services,homepage,6,page_section,TESTIMONIALS,carousel,required,Client success stories,
professional-services,homepage,7,page_section,ABOUT,editorial-split,required,"Team expertise, years of experience",
professional-services,homepage,8,page_section,HOW-IT-WORKS,numbered-steps,recommended,Engagement process,
professional-services,homepage,9,page_section,CONTACT,split-form,required,,
professional-services,homepage,10,page_section,FAQ,accordion,recommended,"Pricing, process, timeline",
professional-services,homepage,11,page_section,CTA,centered,required,Book consultation,
professional-services,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
professional-services,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
professional-services,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
professional-services,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
professional-services,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
professional-services,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
real-estate,about,1,page_section,HERO,page-header,required,Company name + tagline,
real-estate,about,2,page_section,ABOUT,editorial-split,required,Company story,
real-estate,about,3,page_section,TEAM,grid,optional,Team members,
real-estate,about,4,page_section,STATS,counter,recommended,Key metrics,
real-estate,about,5,page_section,CTA,centered,required,Get started / contact,
real-estate,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
real-estate,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
real-estate,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
real-estate,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
real-estate,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
real-estate,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
real-estate,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
real-estate,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
real-estate,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
real-estate,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
real-estate,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
real-estate,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
real-estate,homepage,1,page_section,HERO,full-bleed-overlay,required,Featured property / development hero,
real-estate,homepage,2,page_section,PRODUCT-SHOWCASE,hover-cards,required,Featured listings / developments,
real-estate,homepage,3,page_section,FEATURES,icon-grid,recommended,Service differentiators,
real-estate,homepage,4,page_section,CTA,centered,required,,
real-estate,homepage,5,page_section,TEAM,grid,required,,
real-estate,homepage,6,page_section,STATS,counter,required,"Properties sold, years experience, markets",
real-estate,homepage,7,page_section,TESTIMONIALS,carousel,required,Client success stories,
real-estate,homepage,8,page_section,ABOUT,editorial-split,recommended,"Agency story, market expertise",
real-estate,homepage,9,page_section,GALLERY,masonry,recommended,Property photography showcase,
real-estate,homepage,10,page_section,CONTACT,split-form,required,Inquiry form with map,
real-estate,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
real-estate,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
real-estate,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
real-estate,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
real-estate,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
real-estate,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
regulated-finance,account,1,page_section,DASHBOARD-HEADER,welcome,required,Greeting and account status,
regulated-finance,account,2,page_section,ACCOUNT-NAV,sidebar,required,"Settings, billing, security links",
regulated-finance,account,3,page_section,SUMMARY-CARDS,metrics,required,Balance / orders / portfolio summary,
regulated-finance,account,4,page_section,ACTIVITY-FEED,timeline,recommended,Recent transactions or updates,
regulated-finance,account,5,page_section,FOOTER,support,required,Help and logout links,
regulated-finance,checkout,1,page_section,CHECKOUT-HEADER,secure-lock,required,Secure checkout indicator and order summary,
regulated-finance,checkout,2,page_section,PAYMENT-FORM,card-fields,required,Card / wallet payment form,
regulated-finance,checkout,3,page_section,ORDER-SUMMARY,sidebar,required,Itemised order summary with totals,
regulated-finance,checkout,4,page_section,TRUST-BADGES,pci-row,required,PCI / secure payment badges,
regulated-finance,checkout,5,page_section,FOOTER,support,required,Support and refund policy links,
regulated-finance,kyc,1,page_section,HERO,verification-hero,required,Why verification is required,
regulated-finance,kyc,2,page_section,KYC-FORM,document-upload,required,ID / proof-of-address upload flow,
regulated-finance,kyc,3,page_section,STEP-INDICATOR,progress,required,Multi-step verification progress,
regulated-finance,kyc,4,page_section,TRUST-BADGES,security-row,required,Data handling and encryption assurance,
regulated-finance,kyc,5,page_section,FOOTER,legal,required,Regulatory and privacy links,
regulated-finance,legal,1,page_section,LEGAL-HEADER,document-title,required,Document title and effective date,
regulated-finance,legal,2,page_section,TABLE-OF-CONTENTS,sticky,recommended,Anchored section navigation,
regulated-finance,legal,3,page_section,LEGAL-BODY,sections,required,Numbered sections with plain-language summaries,
regulated-finance,legal,4,page_section,CONTACT-BLOCK,support,required,Contact information for questions,
regulated-finance,legal,5,page_section,FOOTER,legal,required,Related legal documents,
regulated-finance,pricing,1,page_section,HERO,value-prop,required,Clear value proposition and starting price,
regulated-finance,pricing,2,page_section,PRICING-TABLE,tier-cards,required,3-tier plan comparison with feature checklist,
regulated-finance,pricing,3,page_section,TRUST-BADGES,security-row,required,"Security, compliance, and guarantee badges",
regulated-finance,pricing,4,page_section,FAQ-ACCORDION,collapsible,recommended,Pricing FAQ to overcome objections,
regulated-finance,pricing,5,page_section,CTA-STRIP,bottom-sticky,required,Final conversion CTA after comparison,
regulated-finance,pricing,6,page_section,FOOTER,compliance,required,Regulatory disclaimers and support links,
regulated-finance,signup,1,page_section,HERO,signup-hero,required,Benefit-focused headline with social proof,
regulated-finance,signup,2,page_section,SIGNUP-FORM,email-password,required,Email / password / consent form,
regulated-finance,signup,3,page_section,TRUST-BADGES,security-row,required,Encryption and compliance signals,
regulated-finance,signup,4,page_section,SOCIAL-PROOF,testimonial-row,recommended,Customer quote or user count,
regulated-finance,signup,5,page_section,FOOTER,legal,required,Terms and privacy links,
restaurants-cafes,about,1,page_section,HERO,page-header,required,Company name + tagline,
restaurants-cafes,about,2,page_section,ABOUT,editorial-split,required,Company story,
restaurants-cafes,about,3,page_section,TEAM,grid,optional,Team members,
restaurants-cafes,about,4,page_section,STATS,counter,recommended,Key metrics,
restaurants-cafes,about,5,page_section,CTA,centered,required,Get started / contact,
restaurants-cafes,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
restaurants-cafes,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
restaurants-cafes,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
restaurants-cafes,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
restaurants-cafes,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
restaurants-cafes,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
restaurants-cafes,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
restaurants-cafes,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
restaurants-cafes,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
restaurants-cafes,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
restaurants-cafes,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
restaurants-cafes,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
restaurants-cafes,homepage,1,page_section,HERO,full-bleed-overlay,required,Signature dish / interior ambiance,
restaurants-cafes,homepage,2,page_section,PRODUCT-SHOWCASE,hover-cards,required,Menu highlights / categories,
restaurants-cafes,homepage,3,page_section,CTA,centered,required,,
restaurants-cafes,homepage,4,page_section,ABOUT,editorial-split,required,"Chef story, philosophy, heritage",
restaurants-cafes,homepage,5,page_section,GALLERY,masonry,required,Food photography + ambiance,
restaurants-cafes,homepage,6,page_section,TESTIMONIALS,single-featured,recommended,Review quotes,
restaurants-cafes,homepage,7,page_section,CONTACT,split-form,required,"Location, hours, reservation",
restaurants-cafes,homepage,8,page_section,NEWSLETTER,inline,optional,Special events + offers,
restaurants-cafes,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
restaurants-cafes,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
restaurants-cafes,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
restaurants-cafes,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
restaurants-cafes,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
restaurants-cafes,shared,0,navigation,NAV,hamburger-only,required,Minimal with reservation CTA,
saas,about,1,page_section,HERO,page-header,required,Company name + tagline,
saas,about,2,page_section,ABOUT,editorial-split,required,Mission and founding story,
saas,about,3,page_section,STATS,counter,required,"Users, team size, countries",
saas,about,4,page_section,TEAM,grid,required,Leadership team,
saas,about,5,page_section,FEATURES,icon-grid,recommended,Company values,
saas,about,6,page_section,LOGO-BAR,static-grid,optional,Investors / partners,
saas,about,7,page_section,CTA,centered,recommended,Join us / careers,
saas,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
saas,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
saas,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
saas,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
saas,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
saas,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
saas,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
saas,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
saas,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
saas,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
saas,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
saas,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
saas,homepage,1,page_section,HERO,split-image,required,Product screenshot with value prop,
saas,homepage,2,page_section,LOGO-BAR,scrolling-marquee,required,Customer logos,
saas,homepage,3,page_section,FEATURES,icon-grid,required,Core features (3-6),
saas,homepage,4,page_section,HOW-IT-WORKS,numbered-steps,required,3-step onboarding,
saas,homepage,5,page_section,VIDEO,autoplay-hero,required,,
saas,homepage,6,page_section,TESTIMONIALS,carousel,required,Customer case studies,
saas,homepage,7,page_section,STATS,counter,recommended,"Users, uptime, time saved",
saas,homepage,8,page_section,PRICING,tiered-cards,required,Plan comparison,
saas,homepage,9,page_section,COMPARISON,table,optional,Us vs alternatives,
saas,homepage,10,page_section,FAQ,accordion,required,"Billing, security, integrations",
saas,homepage,11,page_section,CTA,centered,required,Start free trial,
saas,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
saas,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
saas,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
saas,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
saas,shared,0,footer,FOOTER,mega,required,"Product, company, resources, legal columns",
saas,shared,0,navigation,NAV,sticky-solid,required,Clean with CTA button in nav,
sports-fitness,about,1,page_section,HERO,page-header,required,Company name + tagline,
sports-fitness,about,2,page_section,ABOUT,editorial-split,required,Company story,
sports-fitness,about,3,page_section,TEAM,grid,optional,Team members,
sports-fitness,about,4,page_section,STATS,counter,recommended,Key metrics,
sports-fitness,about,5,page_section,CTA,centered,required,Get started / contact,
sports-fitness,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
sports-fitness,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
sports-fitness,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
sports-fitness,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
sports-fitness,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
sports-fitness,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
sports-fitness,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
sports-fitness,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
sports-fitness,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
sports-fitness,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
sports-fitness,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
sports-fitness,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
sports-fitness,homepage,1,page_section,HERO,video-background,required,Action athlete footage,
sports-fitness,homepage,2,page_section,PRODUCT-SHOWCASE,hover-cards,required,Shop by sport/activity,
sports-fitness,homepage,3,page_section,LOGO-BAR,scrolling-marquee,recommended,Athlete endorsements / team logos,
sports-fitness,homepage,4,page_section,FEATURES,icon-grid,required,Technology/material callouts,
sports-fitness,homepage,5,page_section,TESTIMONIALS,wall,recommended,Athlete + customer reviews,
sports-fitness,homepage,6,page_section,GALLERY,masonry,recommended,Action photography,
sports-fitness,homepage,7,page_section,CTA,split-image,recommended,Join the community / challenge,
sports-fitness,homepage,8,page_section,NEWSLETTER,inline,recommended,Training tips + early access,
sports-fitness,homepage,9,section,FAQ,accordion,recommended,"Sizing guides, shipping, returns, product usage, ingredient questions for supplements.",
sports-fitness,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,"Image gallery left, buy box right",
sports-fitness,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Description, specs, reviews in tabs",
sports-fitness,product-detail,3,page_section,PRODUCT-SHOWCASE,related-products,required,4 related products carousel,
sports-fitness,shared,0,cart_drawer,CART-DRAWER,slide-out,required,Side panel with upsell recommendations,
sports-fitness,shared,0,footer,FOOTER,mega,required,Multi-column standard footer,
sports-fitness,shared,0,navigation,NAV,sticky-transparent,required,Standard dropdown navigation,
sustainable-eco,about,1,page_section,HERO,page-header,required,Company name + tagline,
sustainable-eco,about,2,page_section,ABOUT,editorial-split,required,Company story,
sustainable-eco,about,3,page_section,TEAM,grid,optional,Team members,
sustainable-eco,about,4,page_section,STATS,counter,recommended,Key metrics,
sustainable-eco,about,5,page_section,CTA,centered,required,Get started / contact,
sustainable-eco,blog-index,1,page_section,HERO,page-header,required,Blog title + optional category filter,
sustainable-eco,blog-index,2,page_section,BLOG-PREVIEW,grid,required,Blog post grid with featured post,
sustainable-eco,blog-index,3,page_section,NEWSLETTER,inline,optional,Subscribe for updates,
sustainable-eco,collection,1,page_section,HERO,page-header,required,Collection title + description + optional banner,
sustainable-eco,collection,2,page_section,PRODUCT-SHOWCASE,filtered-grid,required,Product grid with sort/filter,
sustainable-eco,collection,3,page_section,PRODUCT-SHOWCASE,featured-3,optional,Featured products from collection,
sustainable-eco,contact,1,page_section,HERO,page-header,required,Contact us + subtitle,
sustainable-eco,contact,2,page_section,CONTACT,split-form,required,Form + location/map/hours,
sustainable-eco,contact,3,page_section,FAQ,mini-accordion,optional,Common questions before contacting,
sustainable-eco,content-page,1,page_section,HERO,page-header,required,Page title + optional subtitle,
sustainable-eco,content-page,2,page_section,CONTENT,rich-text,required,HTML content body,
sustainable-eco,content-page,3,page_section,CTA,inline,optional,Related page or action CTA,
sustainable-eco,homepage,1,page_section,HERO,full-bleed-overlay,required,Nature/product intersection imagery,
sustainable-eco,homepage,2,page_section,STATS,counter,required,"Carbon offset, trees planted, plastic reduced",
sustainable-eco,homepage,3,page_section,PRODUCT-SHOWCASE,hover-cards,required,Shop by impact / category,
sustainable-eco,homepage,4,page_section,ABOUT,editorial-split,required,"Mission, impact report, certifications",
sustainable-eco,homepage,5,page_section,HOW-IT-WORKS,horizontal-timeline,required,Supply chain transparency,
sustainable-eco,homepage,6,page_section,TRUST-BADGES,horizontal-strip,required,"B-Corp, carbon neutral, organic certs",
sustainable-eco,homepage,7,page_section,TESTIMONIALS,carousel,recommended,Community member stories,
sustainable-eco,homepage,8,page_section,CTA,centered,required,,
sustainable-eco,homepage,9,page_section,NEWSLETTER,inline,recommended,Impact updates + conscious living tips,
sustainable-eco,product-detail,1,page_section,PRODUCT-DETAIL,gallery-sidebar,required,Product + impact/materials story,
sustainable-eco,product-detail,2,page_section,PRODUCT-DETAIL,description-tabs,required,"Materials, impact metrics, care/end-of-life",
sustainable-eco,product-detail,3,page_section,FEATURES,impact-metrics,required,"CO2 saved, plastic reduced, materials sourced",
sustainable-eco,product-detail,4,page_section,TRUST-BADGES,inline-strip,required,"Certifications (B-Corp, organic, etc)",
sustainable-eco,product-detail,5,page_section,TESTIMONIALS,mini-reviews,recommended,Community reviews,
sustainable-eco,product-detail,6,page_section,PRODUCT-SHOWCASE,related-products,required,More conscious choices,
