id,industry,page_type,component_type,position,section_archetype,section_variant,content_direction,priority
648,medical-dental,homepage,page_section,6,HOW-IT-WORKS,numbered-steps,New patient process,recommended
649,medical-dental,homepage,page_section,7,FAQ,accordion,"Insurance, procedures, aftercare",required
650,medical-dental,homepage,page_section,8,ABOUT,editorial-split,"Practice philosophy, technology",recommended
651,medical-dental,homepage,page_section,9,CONTACT,split-form,Book appointment,required
652,medical-dental,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
653,medical-dental,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
654,medical-dental,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
655,medical-dental,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
656,medical-dental,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
657,medical-dental,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
658,medical-dental,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
659,medical-dental,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
660,medical-dental,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
661,medical-dental,about,page_section,1,HERO,page-header,Company name + tagline,required
662,medical-dental,about,page_section,2,ABOUT,editorial-split,Company story,required
663,medical-dental,about,page_section,3,TEAM,grid,Team members,optional
664,medical-dental,about,page_section,4,STATS,counter,Key metrics,recommended
665,medical-dental,about,page_section,5,CTA,centered,Get started / contact,required
666,medical-dental,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
667,medical-dental,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
668,medical-dental,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
669,medical-dental,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
670,medical-dental,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
671,medical-dental,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
672,medical-dental,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
673,medical-dental,shared,footer,0,FOOTER,mega,Multi-column with compliance/legal emphasis,required
674,medical-dental,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
675,nonprofits-social,homepage,page_section,1,HERO,full-bleed-overlay,Impact imagery with mission statement,required
676,nonprofits-social,homepage,page_section,2,STATS,counter,"Lives impacted, funds raised, projects",required
677,nonprofits-social,homepage,page_section,3,ABOUT,editorial-split,"Mission, vision, founding story",required
678,nonprofits-social,homepage,page_section,4,HOW-IT-WORKS,numbered-steps,How donations create impact,required
679,nonprofits-social,homepage,page_section,5,TESTIMONIALS,carousel,Beneficiary stories,required
680,nonprofits-social,homepage,page_section,6,TEAM,grid,Leadership team,optional
681,nonprofits-social,homepage,page_section,7,GALLERY,masonry,Impact photography,recommended
682,nonprofits-social,homepage,page_section,8,CTA,centered,Donate now / volunteer,required
683,nonprofits-social,homepage,page_section,9,NEWSLETTER,inline,Impact updates,recommended
684,nonprofits-social,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
685,nonprofits-social,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
686,nonprofits-social,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
687,nonprofits-social,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
688,nonprofits-social,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
689,nonprofits-social,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
690,nonprofits-social,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
691,nonprofits-social,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
692,nonprofits-social,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
693,nonprofits-social,about,page_section,1,HERO,page-header,Company name + tagline,required
694,nonprofits-social,about,page_section,2,ABOUT,editorial-split,"Mission, vision, founding story",required
695,nonprofits-social,about,page_section,3,STATS,counter,Impact metrics,required
696,nonprofits-social,about,page_section,4,HOW-IT-WORKS,horizontal-timeline,Organization history,recommended
697,nonprofits-social,about,page_section,5,TEAM,grid,Board + leadership,required
698,nonprofits-social,about,page_section,6,GALLERY,masonry,Impact photography,recommended
699,nonprofits-social,about,page_section,7,CTA,centered,Donate / volunteer,required
700,nonprofits-social,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
701,nonprofits-social,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
702,nonprofits-social,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
703,nonprofits-social,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
704,nonprofits-social,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
705,nonprofits-social,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
706,nonprofits-social,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
707,nonprofits-social,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
708,nonprofits-social,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
709,automotive,homepage,page_section,1,HERO,video-background,Vehicle hero with cinematic footage,required
710,automotive,homepage,page_section,2,PRODUCT-SHOWCASE,hover-cards,Vehicle lineup / categories,required
711,automotive,homepage,page_section,3,FEATURES,icon-grid,"Performance specs, safety features",required
712,automotive,homepage,page_section,4,COMPARISON,table,Model comparison,recommended
713,automotive,homepage,page_section,5,GALLERY,masonry,Interior + exterior + action shots,required
714,automotive,homepage,page_section,6,TESTIMONIALS,carousel,Owner reviews,recommended
715,automotive,homepage,page_section,7,VIDEO,autoplay-hero,Performance / technology showcase,recommended
716,automotive,homepage,page_section,8,CTA,centered,Book test drive / configure,required
717,automotive,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
718,automotive,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
719,automotive,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
720,automotive,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
721,automotive,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
722,automotive,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
723,automotive,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
724,automotive,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
725,automotive,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
726,automotive,about,page_section,1,HERO,page-header,Company name + tagline,required
727,automotive,about,page_section,2,ABOUT,editorial-split,Company story,required
728,automotive,about,page_section,3,TEAM,grid,Team members,optional
729,automotive,about,page_section,4,STATS,counter,Key metrics,recommended
730,automotive,about,page_section,5,CTA,centered,Get started / contact,required
731,automotive,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
732,automotive,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
733,automotive,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
734,automotive,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
735,automotive,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
736,automotive,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
737,automotive,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
738,automotive,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
739,automotive,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
740,kids-baby,homepage,page_section,1,HERO,split-image,Playful imagery with warm tones,required
741,kids-baby,homepage,page_section,2,PRODUCT-SHOWCASE,hover-cards,Shop by age / category,required
742,kids-baby,homepage,page_section,3,TRUST-BADGES,horizontal-strip,"Safety certifications, non-toxic, organic",required
743,kids-baby,homepage,page_section,4,FEATURES,icon-grid,"Material safety, durability, design",required
744,kids-baby,homepage,page_section,5,TESTIMONIALS,wall,Parent reviews with kid photos,required
745,kids-baby,homepage,page_section,6,HOW-IT-WORKS,numbered-steps,Subscription / registry flow,optional
746,kids-baby,homepage,page_section,7,FAQ,accordion,"Sizing, safety, returns",recommended
747,kids-baby,homepage,page_section,8,CTA,centered,Shop bestsellers / gift registry,recommended
748,kids-baby,homepage,page_section,9,NEWSLETTER,inline,Parenting tips + new arrivals,recommended
749,kids-baby,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,Product + child-safe demo shots,required
750,kids-baby,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, safety info, age range, materials",required
751,kids-baby,product-detail,page_section,3,TRUST-BADGES,inline-strip,"Safety certs, non-toxic, age-appropriate",required
752,kids-baby,product-detail,page_section,4,PRODUCT-SHOWCASE,bundle-builder,Gift set / bundle builder,recommended
753,kids-baby,product-detail,page_section,5,TESTIMONIALS,mini-reviews,Parent reviews,required
754,kids-baby,product-detail,page_section,6,PRODUCT-SHOWCASE,related-products,Also great for this age,required
755,kids-baby,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
756,kids-baby,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
757,kids-baby,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
758,kids-baby,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
759,kids-baby,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
760,kids-baby,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
761,kids-baby,about,page_section,1,HERO,page-header,Company name + tagline,required
762,kids-baby,about,page_section,2,ABOUT,editorial-split,Company story,required
763,kids-baby,about,page_section,3,TEAM,grid,Team members,optional
764,kids-baby,about,page_section,4,STATS,counter,Key metrics,recommended
765,kids-baby,about,page_section,5,CTA,centered,Get started / contact,required
766,kids-baby,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
767,kids-baby,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
768,kids-baby,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
769,kids-baby,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
770,kids-baby,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
771,kids-baby,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
772,kids-baby,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
773,kids-baby,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
774,kids-baby,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
775,luxury-premium,homepage,page_section,1,HERO,minimal-text,Cinematic product on dark background,required
776,luxury-premium,homepage,page_section,2,PRODUCT-SHOWCASE,hover-cards,Curated collections,required
777,luxury-premium,homepage,page_section,3,VIDEO,autoplay-hero,Brand film / craftsmanship,required
778,luxury-premium,homepage,page_section,4,ABOUT,editorial-split,"Heritage, artistry, provenance",required
779,luxury-premium,homepage,page_section,5,GALLERY,masonry,Lifestyle + detail photography,required
780,luxury-premium,homepage,page_section,6,TESTIMONIALS,single-featured,VIP client story,recommended
781,luxury-premium,homepage,page_section,7,TRUST-BADGES,horizontal-strip,"Authenticity, provenance, white-glove service",required
782,luxury-premium,homepage,page_section,8,CTA,centered,Book private consultation,optional
783,luxury-premium,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,Art-directed product + detail macro shots,required
784,luxury-premium,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Provenance, materials, dimensions, care",required
785,luxury-premium,product-detail,page_section,3,VIDEO,inline-player,Craftsmanship / making-of,recommended
786,luxury-premium,product-detail,page_section,4,TRUST-BADGES,inline-strip,"Authenticity certificate, concierge, lifetime care",required
787,luxury-premium,product-detail,page_section,5,PRODUCT-SHOWCASE,curated-pairing,Pairs beautifully with...,recommended
788,luxury-premium,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
789,luxury-premium,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
790,luxury-premium,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
791,luxury-premium,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
792,luxury-premium,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
793,luxury-premium,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
794,luxury-premium,about,page_section,1,HERO,page-header,Company name + tagline,required
795,luxury-premium,about,page_section,2,ABOUT,editorial-split,Company story,required
796,luxury-premium,about,page_section,3,TEAM,grid,Team members,optional
797,luxury-premium,about,page_section,4,STATS,counter,Key metrics,recommended
798,luxury-premium,about,page_section,5,CTA,centered,Get started / contact,required
799,luxury-premium,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
800,luxury-premium,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
801,luxury-premium,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
802,luxury-premium,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
803,luxury-premium,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
804,luxury-premium,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
805,luxury-premium,shared,navigation,0,NAV,sticky-transparent,Ultra-minimal centered logo split,required
806,luxury-premium,shared,footer,0,FOOTER,minimal,Understated with essential links only,required
807,luxury-premium,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
808,sustainable-eco,homepage,page_section,1,HERO,full-bleed-overlay,Nature/product intersection imagery,required
809,sustainable-eco,homepage,page_section,2,STATS,counter,"Carbon offset, trees planted, plastic reduced",required
810,sustainable-eco,homepage,page_section,3,PRODUCT-SHOWCASE,hover-cards,Shop by impact / category,required
811,sustainable-eco,homepage,page_section,4,HOW-IT-WORKS,horizontal-timeline,Supply chain transparency,required
812,sustainable-eco,homepage,page_section,5,ABOUT,editorial-split,"Mission, impact report, certifications",required
813,sustainable-eco,homepage,page_section,6,TESTIMONIALS,carousel,Community member stories,recommended
814,sustainable-eco,homepage,page_section,7,TRUST-BADGES,horizontal-strip,"B-Corp, carbon neutral, organic certs",required
815,sustainable-eco,homepage,page_section,8,COMPARISON,table,Our impact vs conventional,optional
816,sustainable-eco,homepage,page_section,9,NEWSLETTER,inline,Impact updates + conscious living tips,recommended
817,sustainable-eco,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,Product + impact/materials story,required
818,sustainable-eco,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Materials, impact metrics, care/end-of-life",required
819,sustainable-eco,product-detail,page_section,3,FEATURES,impact-metrics,"CO2 saved, plastic reduced, materials sourced",required
820,sustainable-eco,product-detail,page_section,4,TRUST-BADGES,inline-strip,"Certifications (B-Corp, organic, etc)",required
821,sustainable-eco,product-detail,page_section,5,TESTIMONIALS,mini-reviews,Community reviews,recommended
822,sustainable-eco,product-detail,page_section,6,PRODUCT-SHOWCASE,related-products,More conscious choices,required
823,sustainable-eco,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
824,sustainable-eco,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
825,sustainable-eco,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
826,sustainable-eco,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
827,sustainable-eco,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
828,sustainable-eco,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
829,sustainable-eco,about,page_section,1,HERO,page-header,Company name + tagline,required
830,sustainable-eco,about,page_section,2,ABOUT,editorial-split,Company story,required
831,sustainable-eco,about,page_section,3,TEAM,grid,Team members,optional
832,sustainable-eco,about,page_section,4,STATS,counter,Key metrics,recommended
833,sustainable-eco,about,page_section,5,CTA,centered,Get started / contact,required
834,sustainable-eco,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
835,sustainable-eco,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
836,sustainable-eco,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
837,sustainable-eco,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
838,sustainable-eco,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
839,sustainable-eco,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
840,sustainable-eco,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
841,sustainable-eco,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
842,sustainable-eco,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
